close,date,high,low,oi,open,symbol,time,volume
31181.0,2020-01-08,31182.45,31175.0,1945960.0,31179.25,BANKNIFTY-I,11:23:00,2580
31168.9,2020-01-08,31181.0,31165.0,1945960.0,31181.0,BANKNIFTY-I,11:24:00,4520
31162.1,2020-01-08,31179.7,31159.45,1945960.0,31165.0,BANKNIFTY-I,11:25:00,3560
31151.6,2020-01-08,31167.7,31145.45,1945540.0,31162.1,BANKNIFTY-I,11:26:00,7880
31146.15,2020-01-08,31160.0,31132.45,1945540.0,31151.6,BANKNIFTY-I,11:27:00,11500
31145.5,2020-01-08,31159.75,31143.5,1945540.0,31150.0,BANKNIFTY-I,11:28:00,5420
31160.75,2020-01-08,31160.75,31147.05,1941200.0,31150.0,BANKNIFTY-I,11:29:00,9740
31165.9,2020-01-08,31168.75,31155.0,1941200.0,31160.75,BANKNIFTY-I,11:30:00,5460
31156.95,2020-01-08,31166.45,31151.35,1941200.0,31165.05,BANKNIFTY-I,11:31:00,5100
31142.75,2020-01-08,31157.4,31140.2,1939360.0,31150.0,BANKNIFTY-I,11:32:00,3980
31127.4,2020-01-08,31144.75,31123.65,1939360.0,31140.25,BANKNIFTY-I,11:33:00,8720
31128.65,2020-01-08,31135.75,31123.0,1939360.0,31132.75,BANKNIFTY-I,11:34:00,9980
31122.9,2020-01-08,31131.1,31118.3,1941520.0,31130.0,BANKNIFTY-I,11:35:00,7800
31129.5,2020-01-08,31130.0,31117.75,1941520.0,31122.9,BANKNIFTY-I,11:36:00,7160
31127.0,2020-01-08,31137.0,31124.35,1941520.0,31133.15,BANKNIFTY-I,11:37:00,6260
31150.35,2020-01-08,31164.3,31120.0,1944300.0,31127.6,BANKNIFTY-I,11:38:00,13960
31147.9,2020-01-08,31157.25,31140.1,1944300.0,31150.35,BANKNIFTY-I,11:39:00,5280
31150.05,2020-01-08,31159.4,31140.0,1944300.0,31147.9,BANKNIFTY-I,11:40:00,6180
31152.05,2020-01-08,31158.65,31144.0,1943000.0,31154.0,BANKNIFTY-I,11:41:00,4380
31154.0,2020-01-08,31154.0,31143.45,1943000.0,31153.0,BANKNIFTY-I,11:42:00,1960
31134.9,2020-01-08,31154.0,31133.4,1943000.0,31154.0,BANKNIFTY-I,11:43:00,4700
31138.75,2020-01-08,31145.0,31131.05,1942660.0,31131.3,BANKNIFTY-I,11:44:00,4020
31135.0,2020-01-08,31146.9,31130.0,1942660.0,31138.75,BANKNIFTY-I,11:45:00,4060
31134.65,2020-01-08,31134.65,31120.0,1942660.0,31129.95,BANKNIFTY-I,11:46:00,5220
31125.35,2020-01-08,31131.65,31115.65,1941720.0,31127.55,BANKNIFTY-I,11:47:00,8740
31123.0,2020-01-08,31134.95,31115.0,1941720.0,31125.3,BANKNIFTY-I,11:48:00,3320
31142.0,2020-01-08,31142.0,31122.0,1941720.0,31123.0,BANKNIFTY-I,11:49:00,2960
31181.45,2020-01-08,31205.0,31144.9,1936620.0,31144.9,BANKNIFTY-I,11:50:00,31800
31188.6,2020-01-08,31201.0,31180.0,1936620.0,31181.45,BANKNIFTY-I,11:51:00,8060
31168.05,2020-01-08,31188.6,31168.05,1936620.0,31188.6,BANKNIFTY-I,11:52:00,4240
31165.05,2020-01-08,31175.0,31160.95,1937020.0,31168.05,BANKNIFTY-I,11:53:00,4860
31150.85,2020-01-08,31169.7,31146.0,1937020.0,31169.7,BANKNIFTY-I,11:54:00,8160
31160.0,2020-01-08,31160.0,31147.9,1937020.0,31151.2,BANKNIFTY-I,11:55:00,3680
31171.95,2020-01-08,31176.0,31155.2,1936940.0,31160.0,BANKNIFTY-I,11:56:00,4900
31177.85,2020-01-08,31189.9,31168.3,1936940.0,31170.0,BANKNIFTY-I,11:57:00,7780
31180.35,2020-01-08,31180.35,31170.05,1936940.0,31180.0,BANKNIFTY-I,11:58:00,4080
31176.95,2020-01-08,31187.15,31169.15,1937900.0,31180.35,BANKNIFTY-I,11:59:00,4360
31157.1,2020-01-08,31176.0,31157.1,1937900.0,31172.5,BANKNIFTY-I,12:00:00,10060
31183.9,2020-01-08,31189.0,31158.1,1937900.0,31161.95,BANKNIFTY-I,12:01:00,5560
31178.95,2020-01-08,31185.55,31173.1,1939340.0,31184.5,BANKNIFTY-I,12:02:00,3020
31180.5,2020-01-08,31187.3,31164.1,1939340.0,31180.0,BANKNIFTY-I,12:03:00,11320
31167.45,2020-01-08,31182.0,31165.0,1939340.0,31180.5,BANKNIFTY-I,12:04:00,3000
31143.75,2020-01-08,31167.9,31141.9,1939060.0,31167.45,BANKNIFTY-I,12:05:00,11780
31135.85,2020-01-08,31147.95,31135.1,1939060.0,31141.8,BANKNIFTY-I,12:06:00,11200
31138.1,2020-01-08,31145.0,31135.65,1939060.0,31140.0,BANKNIFTY-I,12:07:00,4900
31140.0,2020-01-08,31140.9,31127.0,1937860.0,31138.1,BANKNIFTY-I,12:08:00,3580
31144.65,2020-01-08,31144.65,31135.0,1937860.0,31140.0,BANKNIFTY-I,12:09:00,3140
31148.0,2020-01-08,31159.6,31135.0,1937860.0,31135.0,BANKNIFTY-I,12:10:00,5400
31140.5,2020-01-08,31148.0,31140.2,1935820.0,31148.0,BANKNIFTY-I,12:11:00,1840
31147.55,2020-01-08,31150.0,31140.5,1935820.0,31140.5,BANKNIFTY-I,12:12:00,1320
31159.4,2020-01-08,31171.65,31148.0,1935820.0,31149.0,BANKNIFTY-I,12:13:00,5040
31151.9,2020-01-08,31165.1,31148.0,1934860.0,31159.4,BANKNIFTY-I,12:14:00,1640
31136.05,2020-01-08,31152.0,31135.0,1934860.0,31150.0,BANKNIFTY-I,12:15:00,3100
31135.0,2020-01-08,31142.4,31134.0,1934860.0,31138.0,BANKNIFTY-I,12:16:00,1220
31124.15,2020-01-08,31139.75,31121.0,1935660.0,31135.0,BANKNIFTY-I,12:17:00,4300
31133.0,2020-01-08,31140.05,31122.7,1935660.0,31124.0,BANKNIFTY-I,12:18:00,2720
31132.0,2020-01-08,31136.15,31126.0,1935660.0,31133.0,BANKNIFTY-I,12:19:00,1520
31147.8,2020-01-08,31153.35,31130.0,1937040.0,31130.0,BANKNIFTY-I,12:20:00,3080
31143.1,2020-01-08,31158.5,31143.1,1937040.0,31147.9,BANKNIFTY-I,12:21:00,3360
31165.05,2020-01-08,31165.05,31143.1,1937040.0,31143.1,BANKNIFTY-I,12:22:00,3380
31155.5,2020-01-08,31180.0,31152.25,1936580.0,31165.4,BANKNIFTY-I,12:23:00,7360
31166.75,2020-01-08,31168.9,31154.8,1936580.0,31155.5,BANKNIFTY-I,12:24:00,2760
31172.95,2020-01-08,31183.0,31163.2,1936580.0,31166.75,BANKNIFTY-I,12:25:00,4400
31180.0,2020-01-08,31194.5,31165.0,1936760.0,31172.95,BANKNIFTY-I,12:26:00,6700
31171.95,2020-01-08,31190.5,31171.95,1936760.0,31176.25,BANKNIFTY-I,12:27:00,5500
31181.05,2020-01-08,31189.0,31173.05,1936760.0,31178.7,BANKNIFTY-I,12:28:00,2940
31172.0,2020-01-08,31185.0,31165.3,1937760.0,31181.05,BANKNIFTY-I,12:29:00,3620
31183.95,2020-01-08,31185.0,31168.05,1937760.0,31170.35,BANKNIFTY-I,12:30:00,3020
31211.9,2020-01-08,31223.3,31174.4,1937760.0,31183.95,BANKNIFTY-I,12:31:00,21260
31199.1,2020-01-08,31210.0,31191.5,1936540.0,31209.65,BANKNIFTY-I,12:32:00,8320
31192.35,2020-01-08,31213.9,31192.35,1936540.0,31199.55,BANKNIFTY-I,12:33:00,6040
31243.8,2020-01-08,31260.0,31192.35,1936540.0,31192.35,BANKNIFTY-I,12:34:00,29160
31235.0,2020-01-08,31249.9,31235.0,1933540.0,31245.85,BANKNIFTY-I,12:35:00,17160
31248.45,2020-01-08,31248.85,31224.0,1933540.0,31235.0,BANKNIFTY-I,12:36:00,11780
31280.0,2020-01-08,31310.0,31249.05,1933540.0,31255.0,BANKNIFTY-I,12:37:00,35360
31280.0,2020-01-08,31295.0,31275.5,1920560.0,31279.55,BANKNIFTY-I,12:38:00,17620
31290.3,2020-01-08,31320.0,31278.6,1920560.0,31280.0,BANKNIFTY-I,12:39:00,25840
31284.0,2020-01-08,31296.0,31270.0,1920560.0,31289.9,BANKNIFTY-I,12:40:00,13900
31275.0,2020-01-08,31286.5,31265.9,1918080.0,31283.05,BANKNIFTY-I,12:41:00,10200
31280.0,2020-01-08,31297.35,31275.05,1918080.0,31275.05,BANKNIFTY-I,12:42:00,7120
31278.8,2020-01-08,31280.0,31265.75,1918080.0,31280.0,BANKNIFTY-I,12:43:00,7100
31273.85,2020-01-08,31279.25,31267.85,1918540.0,31278.8,BANKNIFTY-I,12:44:00,3140
31299.55,2020-01-08,31300.0,31275.35,1918540.0,31275.35,BANKNIFTY-I,12:45:00,8320
31293.9,2020-01-08,31302.95,31290.0,1918540.0,31296.15,BANKNIFTY-I,12:46:00,8820
31295.4,2020-01-08,31305.9,31292.15,1920000.0,31299.0,BANKNIFTY-I,12:47:00,6260
31286.0,2020-01-08,31299.1,31278.6,1920000.0,31299.1,BANKNIFTY-I,12:48:00,4540
31296.55,2020-01-08,31302.0,31286.0,1920000.0,31286.0,BANKNIFTY-I,12:49:00,4440
31281.95,2020-01-08,31296.55,31278.5,1923740.0,31296.55,BANKNIFTY-I,12:50:00,5080
31268.35,2020-01-08,31284.7,31268.35,1923740.0,31276.45,BANKNIFTY-I,12:51:00,4560
31265.05,2020-01-08,31286.0,31265.05,1923740.0,31265.55,BANKNIFTY-I,12:52:00,6160
31272.05,2020-01-08,31279.35,31254.65,1923740.0,31268.2,BANKNIFTY-I,12:53:00,4640
31274.15,2020-01-08,31278.6,31272.05,1925980.0,31272.05,BANKNIFTY-I,12:54:00,2360
31280.8,2020-01-08,31280.9,31270.0,1925980.0,31274.4,BANKNIFTY-I,12:55:00,1660
31288.05,2020-01-08,31291.4,31280.0,1928100.0,31285.05,BANKNIFTY-I,12:56:00,2260
31284.45,2020-01-08,31300.0,31282.45,1928100.0,31290.0,BANKNIFTY-I,12:57:00,3840
31275.0,2020-01-08,31286.1,31272.0,1928100.0,31283.15,BANKNIFTY-I,12:58:00,4460
31274.0,2020-01-08,31278.25,31269.7,1928100.0,31272.2,BANKNIFTY-I,12:59:00,2800
31290.0,2020-01-08,31300.0,31270.0,1927900.0,31271.55,BANKNIFTY-I,13:00:00,6420
31296.9,2020-01-08,31312.85,31289.55,1927900.0,31290.1,BANKNIFTY-I,13:01:00,9040
31285.0,2020-01-08,31303.75,31285.0,1927900.0,31296.9,BANKNIFTY-I,13:02:00,4080
31343.9,2020-01-08,31350.8,31282.3,1928520.0,31285.55,BANKNIFTY-I,13:03:00,56400
31333.5,2020-01-08,31340.0,31323.85,1928520.0,31340.0,BANKNIFTY-I,13:04:00,13000
31326.7,2020-01-08,31351.0,31326.7,1928520.0,31337.15,BANKNIFTY-I,13:05:00,12880
31311.45,2020-01-08,31335.05,31310.0,1914420.0,31328.0,BANKNIFTY-I,13:06:00,6220
31310.0,2020-01-08,31322.0,31310.0,1914420.0,31312.25,BANKNIFTY-I,13:07:00,3920
31280.9,2020-01-08,31312.3,31280.1,1914420.0,31310.0,BANKNIFTY-I,13:08:00,8100
31282.75,2020-01-08,31297.35,31277.8,1919560.0,31284.4,BANKNIFTY-I,13:09:00,7700
31257.65,2020-01-08,31289.7,31251.0,1919560.0,31282.75,BANKNIFTY-I,13:10:00,12920
31241.65,2020-01-08,31258.95,31240.0,1919560.0,31256.4,BANKNIFTY-I,13:11:00,10200
31265.05,2020-01-08,31265.7,31242.05,1919580.0,31246.35,BANKNIFTY-I,13:12:00,5140
31266.0,2020-01-08,31272.15,31260.0,1919580.0,31264.7,BANKNIFTY-I,13:13:00,6940
31267.95,2020-01-08,31272.0,31260.95,1919580.0,31266.9,BANKNIFTY-I,13:14:00,2000
31225.0,2020-01-08,31268.6,31225.0,1924240.0,31265.0,BANKNIFTY-I,13:15:00,10100
31240.45,2020-01-08,31243.75,31222.1,1924240.0,31222.1,BANKNIFTY-I,13:16:00,6200
31216.25,2020-01-08,31240.45,31215.4,1924240.0,31239.7,BANKNIFTY-I,13:17:00,9160
31220.8,2020-01-08,31234.0,31210.0,1923260.0,31216.05,BANKNIFTY-I,13:18:00,7500
31225.1,2020-01-08,31227.95,31217.25,1923260.0,31220.9,BANKNIFTY-I,13:19:00,2320
31241.05,2020-01-08,31244.45,31226.0,1923260.0,31229.0,BANKNIFTY-I,13:20:00,4900
31260.8,2020-01-08,31271.05,31241.1,1926560.0,31242.95,BANKNIFTY-I,13:21:00,7740
31256.5,2020-01-08,31272.8,31256.5,1926560.0,31260.8,BANKNIFTY-I,13:22:00,2480
31252.4,2020-01-08,31263.35,31250.45,1926560.0,31256.5,BANKNIFTY-I,13:23:00,2600
31255.0,2020-01-08,31255.75,31245.0,1925760.0,31255.0,BANKNIFTY-I,13:24:00,2300
31254.55,2020-01-08,31257.8,31245.0,1925760.0,31255.0,BANKNIFTY-I,13:25:00,1340
31248.8,2020-01-08,31264.0,31245.0,1925760.0,31254.55,BANKNIFTY-I,13:26:00,1860
31250.35,2020-01-08,31263.9,31250.35,1928180.0,31252.4,BANKNIFTY-I,13:27:00,1660
31248.5,2020-01-08,31255.85,31244.75,1928180.0,31250.0,BANKNIFTY-I,13:28:00,1560
31272.0,2020-01-08,31274.15,31248.5,1928180.0,31248.5,BANKNIFTY-I,13:29:00,2820
31280.0,2020-01-08,31298.0,31270.5,1930220.0,31272.9,BANKNIFTY-I,13:30:00,12780
31263.0,2020-01-08,31290.0,31263.0,1930220.0,31280.0,BANKNIFTY-I,13:31:00,5280
31293.5,2020-01-08,31293.5,31263.0,1930220.0,31263.0,BANKNIFTY-I,13:32:00,2420
31312.9,2020-01-08,31329.9,31281.0,1930540.0,31293.5,BANKNIFTY-I,13:33:00,13320
31300.0,2020-01-08,31320.0,31298.1,1930540.0,31319.25,BANKNIFTY-I,13:34:00,6400
31280.0,2020-01-08,31300.95,31280.0,1930540.0,31300.95,BANKNIFTY-I,13:35:00,7140
31282.05,2020-01-08,31294.8,31280.0,1931360.0,31280.0,BANKNIFTY-I,13:36:00,3540
31270.0,2020-01-08,31283.75,31269.0,1931360.0,31283.1,BANKNIFTY-I,13:37:00,3480
